DSU,N,E,interpairFraction,sameSetFraction,shuffleVertices,Score,Score Error
AdaptiveSmart/halfing,1000000,4000000,0.020,0.200,1,1651943.289,330242.212
AdaptiveSmart/halfing:cross_node_read,1000000,4000000,0.020,0.200,1,522009.167,256130.729
AdaptiveSmart/halfing:this_node_read,1000000,4000000,0.020,0.200,1,23020994.667,559189.062
AdaptiveSmart/halfing:cross_node_write,1000000,4000000,0.020,0.200,1,17374.667,327.827
AdaptiveSmart/halfing:this_node_read_success,1000000,4000000,0.020,0.200,1,451739.500,47329.975
AdaptiveSmart/halfing:this_node_write,1000000,4000000,0.020,0.200,1,2461740.167,452871.090
AdaptiveSmart/halfing:global_data_read_write,1000000,4000000,0.020,0.200,1,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,4000000,0.020,0.200,1,747620.667,1012.667
AdaptiveSmart/halfing:same_set_requests_false,1000000,4000000,0.020,0.200,1,251626.333,759.247
AdaptiveSmart/halfing:union_requests,1000000,4000000,0.020,0.200,1,4000721.000,257.430
AdaptiveSmart/squashing,1000000,4000000,0.020,0.200,1,1603625.763,349333.765
AdaptiveSmart/squashing:cross_node_read,1000000,4000000,0.020,0.200,1,459736.667,42894.217
AdaptiveSmart/squashing:this_node_read,1000000,4000000,0.020,0.200,1,23468570.333,911980.406
AdaptiveSmart/squashing:cross_node_write,1000000,4000000,0.020,0.200,1,17092.833,108.601
AdaptiveSmart/squashing:this_node_read_success,1000000,4000000,0.020,0.200,1,470176.500,37131.374
AdaptiveSmart/squashing:this_node_write,1000000,4000000,0.020,0.200,1,2423067.000,475598.783
AdaptiveSmart/squashing:global_data_read_write,1000000,4000000,0.020,0.200,1,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,4000000,0.020,0.200,1,748031.500,871.249
AdaptiveSmart/squashing:same_set_requests_false,1000000,4000000,0.020,0.200,1,251215.500,613.898
AdaptiveSmart/squashing:union_requests,1000000,4000000,0.020,0.200,1,4000721.000,257.430
AdaptiveSmart/halfing,1000000,16000000,0.020,0.200,1,2358312.559,518674.452
AdaptiveSmart/halfing:cross_node_read,1000000,16000000,0.020,0.200,1,1756815.000,689855.583
AdaptiveSmart/halfing:this_node_read,1000000,16000000,0.020,0.200,1,84862836.333,1555223.225
AdaptiveSmart/halfing:cross_node_write,1000000,16000000,0.020,0.200,1,17500.667,250.884
AdaptiveSmart/halfing:this_node_read_success,1000000,16000000,0.020,0.200,1,2016090.167,1220750.101
AdaptiveSmart/halfing:this_node_write,1000000,16000000,0.020,0.200,1,2281570.500,128262.081
AdaptiveSmart/halfing:global_data_read_write,1000000,16000000,0.020,0.200,1,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,16000000,0.020,0.200,1,3750848.833,1379.145
AdaptiveSmart/halfing:same_set_requests_false,1000000,16000000,0.020,0.200,1,250975.667,1467.100
AdaptiveSmart/halfing:union_requests,1000000,16000000,0.020,0.200,1,15998175.500,104.615
AdaptiveSmart/squashing,1000000,16000000,0.020,0.200,1,2373262.540,531796.688
AdaptiveSmart/squashing:cross_node_read,1000000,16000000,0.020,0.200,1,1907957.833,941706.749
AdaptiveSmart/squashing:this_node_read,1000000,16000000,0.020,0.200,1,84683056.000,542971.580
AdaptiveSmart/squashing:cross_node_write,1000000,16000000,0.020,0.200,1,17314.833,121.979
AdaptiveSmart/squashing:this_node_read_success,1000000,16000000,0.020,0.200,1,1280272.167,150387.500
AdaptiveSmart/squashing:this_node_write,1000000,16000000,0.020,0.200,1,2287701.500,138640.143
AdaptiveSmart/squashing:global_data_read_write,1000000,16000000,0.020,0.200,1,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,16000000,0.020,0.200,1,3751688.833,255.063
AdaptiveSmart/squashing:same_set_requests_false,1000000,16000000,0.020,0.200,1,250135.667,344.708
AdaptiveSmart/squashing:union_requests,1000000,16000000,0.020,0.200,1,15998175.500,104.615
AdaptiveSmart/halfing,1000000,64000000,0.020,0.200,1,2501913.378,667868.077
AdaptiveSmart/halfing:cross_node_read,1000000,64000000,0.020,0.200,1,5539358.500,1713451.615
AdaptiveSmart/halfing:this_node_read,1000000,64000000,0.020,0.200,1,330534612.833,1988376.688
AdaptiveSmart/halfing:cross_node_write,1000000,64000000,0.020,0.200,1,17088.667,93.803
AdaptiveSmart/halfing:this_node_read_success,1000000,64000000,0.020,0.200,1,5224690.000,883483.974
AdaptiveSmart/halfing:this_node_write,1000000,64000000,0.020,0.200,1,2595545.833,10145.697
AdaptiveSmart/halfing:global_data_read_write,1000000,64000000,0.020,0.200,1,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,64000000,0.020,0.200,1,15748833.333,1303.715
AdaptiveSmart/halfing:same_set_requests_false,1000000,64000000,0.020,0.200,1,253631.167,547.842
AdaptiveSmart/halfing:union_requests,1000000,64000000,0.020,0.200,1,63997535.500,897.717
AdaptiveSmart/squashing,1000000,64000000,0.020,0.200,1,2604419.108,688150.725
AdaptiveSmart/squashing:cross_node_read,1000000,64000000,0.020,0.200,1,8328920.500,1748052.345
AdaptiveSmart/squashing:this_node_read,1000000,64000000,0.020,0.200,1,336400973.333,2377734.602
AdaptiveSmart/squashing:cross_node_write,1000000,64000000,0.020,0.200,1,17498.167,146.736
AdaptiveSmart/squashing:this_node_read_success,1000000,64000000,0.020,0.200,1,8438957.000,3427997.239
AdaptiveSmart/squashing:this_node_write,1000000,64000000,0.020,0.200,1,2564503.333,8988.684
AdaptiveSmart/squashing:global_data_read_write,1000000,64000000,0.020,0.200,1,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,64000000,0.020,0.200,1,15747645.333,1025.102
AdaptiveSmart/squashing:same_set_requests_false,1000000,64000000,0.020,0.200,1,254819.167,1289.955
AdaptiveSmart/squashing:union_requests,1000000,64000000,0.020,0.200,1,63997535.500,897.717
AdaptiveSmart/halfing,1000000,4000000,0.100,0.200,1,1479313.225,107160.100
AdaptiveSmart/halfing:cross_node_read,1000000,4000000,0.100,0.200,1,1545837.167,26249.848
AdaptiveSmart/halfing:this_node_read,1000000,4000000,0.100,0.200,1,24652743.833,253359.853
AdaptiveSmart/halfing:cross_node_write,1000000,4000000,0.100,0.200,1,77486.333,386.242
AdaptiveSmart/halfing:this_node_read_success,1000000,4000000,0.100,0.200,1,972291.167,16827.596
AdaptiveSmart/halfing:this_node_write,1000000,4000000,0.100,0.200,1,2937274.333,148989.280
AdaptiveSmart/halfing:global_data_read_write,1000000,4000000,0.100,0.200,1,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,4000000,0.100,0.200,1,742339.000,315.944
AdaptiveSmart/halfing:same_set_requests_false,1000000,4000000,0.100,0.200,1,257410.000,1340.476
AdaptiveSmart/halfing:union_requests,1000000,4000000,0.100,0.200,1,4000219.000,1283.862
AdaptiveSmart/squashing,1000000,4000000,0.100,0.200,1,1171539.850,169483.106
AdaptiveSmart/squashing:cross_node_read,1000000,4000000,0.100,0.200,1,1639245.333,120827.682
AdaptiveSmart/squashing:this_node_read,1000000,4000000,0.100,0.200,1,25858549.167,180665.713
AdaptiveSmart/squashing:cross_node_write,1000000,4000000,0.100,0.200,1,78782.500,1244.807
AdaptiveSmart/squashing:this_node_read_success,1000000,4000000,0.100,0.200,1,1046928.667,6738.975
AdaptiveSmart/squashing:this_node_write,1000000,4000000,0.100,0.200,1,3111306.500,27087.718
AdaptiveSmart/squashing:global_data_read_write,1000000,4000000,0.100,0.200,1,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,4000000,0.100,0.200,1,743053.000,1817.041
AdaptiveSmart/squashing:same_set_requests_false,1000000,4000000,0.100,0.200,1,256696.000,570.697
AdaptiveSmart/squashing:union_requests,1000000,4000000,0.100,0.200,1,4000219.000,1283.862
AdaptiveSmart/halfing,1000000,16000000,0.100,0.200,1,2167749.960,274303.429
AdaptiveSmart/halfing:cross_node_read,1000000,16000000,0.100,0.200,1,3924601.833,334521.837
AdaptiveSmart/halfing:this_node_read,1000000,16000000,0.100,0.200,1,88142024.000,512484.701
AdaptiveSmart/halfing:cross_node_write,1000000,16000000,0.100,0.200,1,78454.000,283.454
AdaptiveSmart/halfing:this_node_read_success,1000000,16000000,0.100,0.200,1,2725046.167,1094792.408
AdaptiveSmart/halfing:this_node_write,1000000,16000000,0.100,0.200,1,3597274.833,835493.980
AdaptiveSmart/halfing:global_data_read_write,1000000,16000000,0.100,0.200,1,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,16000000,0.100,0.200,1,3740956.000,6279.387
AdaptiveSmart/halfing:same_set_requests_false,1000000,16000000,0.100,0.200,1,259932.500,5434.467
AdaptiveSmart/halfing:union_requests,1000000,16000000,0.100,0.200,1,15999111.500,845.136
AdaptiveSmart/squashing,1000000,16000000,0.100,0.200,1,1917413.447,373771.452
AdaptiveSmart/squashing:cross_node_read,1000000,16000000,0.100,0.200,1,3688167.667,60305.038
AdaptiveSmart/squashing:this_node_read,1000000,16000000,0.100,0.200,1,89142641.667,968832.745
AdaptiveSmart/squashing:cross_node_write,1000000,16000000,0.100,0.200,1,77929.833,732.416
AdaptiveSmart/squashing:this_node_read_success,1000000,16000000,0.100,0.200,1,2913896.333,1096248.559
AdaptiveSmart/squashing:this_node_write,1000000,16000000,0.100,0.200,1,3659038.000,977585.688
AdaptiveSmart/squashing:global_data_read_write,1000000,16000000,0.100,0.200,1,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,16000000,0.100,0.200,1,3743370.667,4678.505
AdaptiveSmart/squashing:same_set_requests_false,1000000,16000000,0.100,0.200,1,257517.833,3834.625
AdaptiveSmart/squashing:union_requests,1000000,16000000,0.100,0.200,1,15999111.500,845.136
AdaptiveSmart/halfing,1000000,64000000,0.100,0.200,1,2492671.152,553116.472
AdaptiveSmart/halfing:cross_node_read,1000000,64000000,0.100,0.200,1,12199477.000,5653782.698
AdaptiveSmart/halfing:this_node_read,1000000,64000000,0.100,0.200,1,338204266.000,3406336.935
AdaptiveSmart/halfing:cross_node_write,1000000,64000000,0.100,0.200,1,77711.500,306.683
AdaptiveSmart/halfing:this_node_read_success,1000000,64000000,0.100,0.200,1,8533417.333,2881200.746
AdaptiveSmart/halfing:this_node_write,1000000,64000000,0.100,0.200,1,2911077.000,199316.703
AdaptiveSmart/halfing:global_data_read_write,1000000,64000000,0.100,0.200,1,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,64000000,0.100,0.200,1,15738987.333,3105.046
AdaptiveSmart/halfing:same_set_requests_false,1000000,64000000,0.100,0.200,1,259152.667,1382.906
AdaptiveSmart/halfing:union_requests,1000000,64000000,0.100,0.200,1,64001860.000,1854.589
AdaptiveSmart/squashing,1000000,64000000,0.100,0.200,1,2304741.642,581248.937
AdaptiveSmart/squashing:cross_node_read,1000000,64000000,0.100,0.200,1,20689743.333,4245512.719
AdaptiveSmart/squashing:this_node_read,1000000,64000000,0.100,0.200,1,344691453.167,2418771.718
AdaptiveSmart/squashing:cross_node_write,1000000,64000000,0.100,0.200,1,78266.667,459.862
AdaptiveSmart/squashing:this_node_read_success,1000000,64000000,0.100,0.200,1,7074015.000,5880829.289
AdaptiveSmart/squashing:this_node_write,1000000,64000000,0.100,0.200,1,2764195.167,58158.894
AdaptiveSmart/squashing:global_data_read_write,1000000,64000000,0.100,0.200,1,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,64000000,0.100,0.200,1,15743020.833,1274.006
AdaptiveSmart/squashing:same_set_requests_false,1000000,64000000,0.100,0.200,1,255119.167,1949.954
AdaptiveSmart/squashing:union_requests,1000000,64000000,0.100,0.200,1,64001860.000,1854.589
AdaptiveSmart/halfing,1000000,4000000,0.300,0.200,1,1221895.431,127145.511
AdaptiveSmart/halfing:cross_node_read,1000000,4000000,0.300,0.200,1,3567917.000,109844.941
AdaptiveSmart/halfing:this_node_read,1000000,4000000,0.300,0.200,1,26444326.167,602235.054
AdaptiveSmart/halfing:cross_node_write,1000000,4000000,0.300,0.200,1,204231.500,1399.654
AdaptiveSmart/halfing:this_node_read_success,1000000,4000000,0.300,0.200,1,1896258.667,30581.867
AdaptiveSmart/halfing:this_node_write,1000000,4000000,0.300,0.200,1,2881829.333,374075.467
AdaptiveSmart/halfing:global_data_read_write,1000000,4000000,0.300,0.200,1,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,4000000,0.300,0.200,1,735674.500,2431.544
AdaptiveSmart/halfing:same_set_requests_false,1000000,4000000,0.300,0.200,1,264123.000,2496.534
AdaptiveSmart/halfing:union_requests,1000000,4000000,0.300,0.200,1,4000106.500,66.274
AdaptiveSmart/squashing,1000000,4000000,0.300,0.200,1,1138974.734,184259.031
AdaptiveSmart/squashing:cross_node_read,1000000,4000000,0.300,0.200,1,3607173.333,87179.788
AdaptiveSmart/squashing:this_node_read,1000000,4000000,0.300,0.200,1,26929084.667,338133.962
AdaptiveSmart/squashing:cross_node_write,1000000,4000000,0.300,0.200,1,205242.167,1065.338
AdaptiveSmart/squashing:this_node_read_success,1000000,4000000,0.300,0.200,1,1946128.833,31758.802
AdaptiveSmart/squashing:this_node_write,1000000,4000000,0.300,0.200,1,2804971.500,184619.185
AdaptiveSmart/squashing:global_data_read_write,1000000,4000000,0.300,0.200,1,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,4000000,0.300,0.200,1,739379.667,1045.045
AdaptiveSmart/squashing:same_set_requests_false,1000000,4000000,0.300,0.200,1,260417.833,1100.422
AdaptiveSmart/squashing:union_requests,1000000,4000000,0.300,0.200,1,4000106.500,66.274
AdaptiveSmart/halfing,1000000,16000000,0.300,0.200,1,1892511.243,276411.199
AdaptiveSmart/halfing:cross_node_read,1000000,16000000,0.300,0.200,1,6015875.667,228424.754
AdaptiveSmart/halfing:this_node_read,1000000,16000000,0.300,0.200,1,92022787.000,1316104.855
AdaptiveSmart/halfing:cross_node_write,1000000,16000000,0.300,0.200,1,203981.167,4031.067
AdaptiveSmart/halfing:this_node_read_success,1000000,16000000,0.300,0.200,1,6811265.833,849794.184
AdaptiveSmart/halfing:this_node_write,1000000,16000000,0.300,0.200,1,3218132.500,451856.105
AdaptiveSmart/halfing:global_data_read_write,1000000,16000000,0.300,0.200,1,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,16000000,0.300,0.200,1,3733773.833,1816.416
AdaptiveSmart/halfing:same_set_requests_false,1000000,16000000,0.300,0.200,1,268228.667,2074.365
AdaptiveSmart/halfing:union_requests,1000000,16000000,0.300,0.200,1,15997997.500,264.550
AdaptiveSmart/squashing,1000000,16000000,0.300,0.200,1,1826452.036,371358.957
AdaptiveSmart/squashing:cross_node_read,1000000,16000000,0.300,0.200,1,6782288.833,1970415.048
AdaptiveSmart/squashing:this_node_read,1000000,16000000,0.300,0.200,1,93056562.167,860754.836
AdaptiveSmart/squashing:cross_node_write,1000000,16000000,0.300,0.200,1,202433.500,1288.848
AdaptiveSmart/squashing:this_node_read_success,1000000,16000000,0.300,0.200,1,6422072.000,1699143.999
AdaptiveSmart/squashing:this_node_write,1000000,16000000,0.300,0.200,1,3197530.667,507675.723
AdaptiveSmart/squashing:global_data_read_write,1000000,16000000,0.300,0.200,1,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,16000000,0.300,0.200,1,3736228.500,2934.264
AdaptiveSmart/squashing:same_set_requests_false,1000000,16000000,0.300,0.200,1,265774.000,2940.471
AdaptiveSmart/squashing:union_requests,1000000,16000000,0.300,0.200,1,15997997.500,264.550
AdaptiveSmart/halfing,1000000,64000000,0.300,0.200,1,2309066.837,424540.659
AdaptiveSmart/halfing:cross_node_read,1000000,64000000,0.300,0.200,1,42214151.500,3917527.978
AdaptiveSmart/halfing:this_node_read,1000000,64000000,0.300,0.200,1,355384325.833,2732847.414
AdaptiveSmart/halfing:cross_node_write,1000000,64000000,0.300,0.200,1,207911.667,2763.104
AdaptiveSmart/halfing:this_node_read_success,1000000,64000000,0.300,0.200,1,3231146.833,452449.592
AdaptiveSmart/halfing:this_node_write,1000000,64000000,0.300,0.200,1,3033344.167,151080.342
AdaptiveSmart/halfing:global_data_read_write,1000000,64000000,0.300,0.200,1,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,64000000,0.300,0.200,1,15737028.833,3705.701
AdaptiveSmart/halfing:same_set_requests_false,1000000,64000000,0.300,0.200,1,261049.167,1037.200
AdaptiveSmart/halfing:union_requests,1000000,64000000,0.300,0.200,1,64001922.000,4618.397
AdaptiveSmart/squashing,1000000,64000000,0.300,0.200,1,2211395.366,583247.238
AdaptiveSmart/squashing:cross_node_read,1000000,64000000,0.300,0.200,1,40405657.000,3001108.317
AdaptiveSmart/squashing:this_node_read,1000000,64000000,0.300,0.200,1,354606628.500,2579162.763
AdaptiveSmart/squashing:cross_node_write,1000000,64000000,0.300,0.200,1,204105.167,1050.222
AdaptiveSmart/squashing:this_node_read_success,1000000,64000000,0.300,0.200,1,3121463.667,152504.198
AdaptiveSmart/squashing:this_node_write,1000000,64000000,0.300,0.200,1,3107492.833,96610.915
AdaptiveSmart/squashing:global_data_read_write,1000000,64000000,0.300,0.200,1,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,64000000,0.300,0.200,1,15737379.000,5376.204
AdaptiveSmart/squashing:same_set_requests_false,1000000,64000000,0.300,0.200,1,260699.000,836.788
AdaptiveSmart/squashing:union_requests,1000000,64000000,0.300,0.200,1,64001922.000,4618.397
AdaptiveSmart/halfing,1000000,4000000,0.020,0.350,1,1851433.630,253664.603
AdaptiveSmart/halfing:cross_node_read,1000000,4000000,0.020,0.350,1,693585.667,62878.155
AdaptiveSmart/halfing:this_node_read,1000000,4000000,0.020,0.350,1,27747677.667,503758.007
AdaptiveSmart/halfing:cross_node_write,1000000,4000000,0.020,0.350,1,18348.000,163.421
AdaptiveSmart/halfing:this_node_read_success,1000000,4000000,0.020,0.350,1,691395.833,55758.957
AdaptiveSmart/halfing:this_node_write,1000000,4000000,0.020,0.350,1,2352331.833,359185.268
AdaptiveSmart/halfing:global_data_read_write,1000000,4000000,0.020,0.350,1,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,4000000,0.020,0.350,1,1613586.500,697.550
AdaptiveSmart/halfing:same_set_requests_false,1000000,4000000,0.020,0.350,1,539485.000,264.381
AdaptiveSmart/halfing:union_requests,1000000,4000000,0.020,0.350,1,4000725.500,934.962
AdaptiveSmart/squashing,1000000,4000000,0.020,0.350,1,1782965.966,351597.593
AdaptiveSmart/squashing:cross_node_read,1000000,4000000,0.020,0.350,1,788465.500,145384.539
AdaptiveSmart/squashing:this_node_read,1000000,4000000,0.020,0.350,1,28233241.500,466946.806
AdaptiveSmart/squashing:cross_node_write,1000000,4000000,0.020,0.350,1,17460.500,248.154
AdaptiveSmart/squashing:this_node_read_success,1000000,4000000,0.020,0.350,1,716849.167,99595.719
AdaptiveSmart/squashing:this_node_write,1000000,4000000,0.020,0.350,1,2294106.500,267666.686
AdaptiveSmart/squashing:global_data_read_write,1000000,4000000,0.020,0.350,1,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,4000000,0.020,0.350,1,1613667.167,542.432
AdaptiveSmart/squashing:same_set_requests_false,1000000,4000000,0.020,0.350,1,539404.333,508.484
AdaptiveSmart/squashing:union_requests,1000000,4000000,0.020,0.350,1,4000725.500,934.962
AdaptiveSmart/halfing,1000000,16000000,0.020,0.350,1,2346845.717,316989.390
AdaptiveSmart/halfing:cross_node_read,1000000,16000000,0.020,0.350,1,2459068.167,929013.742
AdaptiveSmart/halfing:this_node_read,1000000,16000000,0.020,0.350,1,103199373.167,272626.595
AdaptiveSmart/halfing:cross_node_write,1000000,16000000,0.020,0.350,1,17470.167,380.625
AdaptiveSmart/halfing:this_node_read_success,1000000,16000000,0.020,0.350,1,969560.000,12752.931
AdaptiveSmart/halfing:this_node_write,1000000,16000000,0.020,0.350,1,2637627.167,324094.730
AdaptiveSmart/halfing:global_data_read_write,1000000,16000000,0.020,0.350,1,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,16000000,0.020,0.350,1,8073967.833,1160.934
AdaptiveSmart/halfing:same_set_requests_false,1000000,16000000,0.020,0.350,1,541760.167,137.214
AdaptiveSmart/halfing:union_requests,1000000,16000000,0.020,0.350,1,15999588.000,1054.914
AdaptiveSmart/squashing,1000000,16000000,0.020,0.350,1,2322200.949,575801.338
AdaptiveSmart/squashing:cross_node_read,1000000,16000000,0.020,0.350,1,4339396.833,3171770.342
AdaptiveSmart/squashing:this_node_read,1000000,16000000,0.020,0.350,1,104889081.000,2030892.404
AdaptiveSmart/squashing:cross_node_write,1000000,16000000,0.020,0.350,1,17388.167,103.837
AdaptiveSmart/squashing:this_node_read_success,1000000,16000000,0.020,0.350,1,1023717.000,57538.725
AdaptiveSmart/squashing:this_node_write,1000000,16000000,0.020,0.350,1,2456552.333,285117.224
AdaptiveSmart/squashing:global_data_read_write,1000000,16000000,0.020,0.350,1,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,16000000,0.020,0.350,1,8074017.167,610.352
AdaptiveSmart/squashing:same_set_requests_false,1000000,16000000,0.020,0.350,1,541710.833,457.388
AdaptiveSmart/squashing:union_requests,1000000,16000000,0.020,0.350,1,15999588.000,1054.914
AdaptiveSmart/halfing,1000000,64000000,0.020,0.350,1,2671293.902,587155.205
AdaptiveSmart/halfing:cross_node_read,1000000,64000000,0.020,0.350,1,8729959.167,4443781.420
AdaptiveSmart/halfing:this_node_read,1000000,64000000,0.020,0.350,1,403375670.333,3362050.865
AdaptiveSmart/halfing:cross_node_write,1000000,64000000,0.020,0.350,1,17205.333,86.424
AdaptiveSmart/halfing:this_node_read_success,1000000,64000000,0.020,0.350,1,1918787.000,313824.198
AdaptiveSmart/halfing:this_node_write,1000000,64000000,0.020,0.350,1,2888358.000,307175.498
AdaptiveSmart/halfing:global_data_read_write,1000000,64000000,0.020,0.350,1,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,64000000,0.020,0.350,1,33921768.333,265.526
AdaptiveSmart/halfing:same_set_requests_false,1000000,64000000,0.020,0.350,1,542091.167,1434.762
AdaptiveSmart/halfing:union_requests,1000000,64000000,0.020,0.350,1,63997659.500,1218.683
AdaptiveSmart/squashing,1000000,64000000,0.020,0.350,1,2561185.949,684622.585
AdaptiveSmart/squashing:cross_node_read,1000000,64000000,0.020,0.350,1,7226010.500,4223193.649
AdaptiveSmart/squashing:this_node_read,1000000,64000000,0.020,0.350,1,403772279.000,1718919.749
AdaptiveSmart/squashing:cross_node_write,1000000,64000000,0.020,0.350,1,17392.333,185.194
AdaptiveSmart/squashing:this_node_read_success,1000000,64000000,0.020,0.350,1,2638123.833,981547.303
AdaptiveSmart/squashing:this_node_write,1000000,64000000,0.020,0.350,1,3064805.500,439253.633
AdaptiveSmart/squashing:global_data_read_write,1000000,64000000,0.020,0.350,1,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,64000000,0.020,0.350,1,33922858.833,132.111
AdaptiveSmart/squashing:same_set_requests_false,1000000,64000000,0.020,0.350,1,541000.667,1229.628
AdaptiveSmart/squashing:union_requests,1000000,64000000,0.020,0.350,1,63997659.500,1218.683
AdaptiveSmart/halfing,1000000,4000000,0.100,0.350,1,1652093.066,216688.583
AdaptiveSmart/halfing:cross_node_read,1000000,4000000,0.100,0.350,1,2218611.667,127301.106
AdaptiveSmart/halfing:this_node_read,1000000,4000000,0.100,0.350,1,28675982.167,52796.496
AdaptiveSmart/halfing:cross_node_write,1000000,4000000,0.100,0.350,1,77688.000,394.415
AdaptiveSmart/halfing:this_node_read_success,1000000,4000000,0.100,0.350,1,1253704.333,12716.461
AdaptiveSmart/halfing:this_node_write,1000000,4000000,0.100,0.350,1,2247921.167,62187.947
AdaptiveSmart/halfing:global_data_read_write,1000000,4000000,0.100,0.350,1,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,4000000,0.100,0.350,1,1606192.167,329.721
AdaptiveSmart/halfing:same_set_requests_false,1000000,4000000,0.100,0.350,1,548018.333,1725.608
AdaptiveSmart/halfing:union_requests,1000000,4000000,0.100,0.350,1,3999606.500,1570.321
AdaptiveSmart/squashing,1000000,4000000,0.100,0.350,1,1714109.952,323558.031
AdaptiveSmart/squashing:cross_node_read,1000000,4000000,0.100,0.350,1,2488194.500,264387.375
AdaptiveSmart/squashing:this_node_read,1000000,4000000,0.100,0.350,1,29227016.833,172592.511
AdaptiveSmart/squashing:cross_node_write,1000000,4000000,0.100,0.350,1,80149.667,264.270
AdaptiveSmart/squashing:this_node_read_success,1000000,4000000,0.100,0.350,1,1275221.167,14371.569
AdaptiveSmart/squashing:this_node_write,1000000,4000000,0.100,0.350,1,2216855.833,25759.179
AdaptiveSmart/squashing:global_data_read_write,1000000,4000000,0.100,0.350,1,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,4000000,0.100,0.350,1,1609608.500,748.226
AdaptiveSmart/squashing:same_set_requests_false,1000000,4000000,0.100,0.350,1,544602.000,2290.280
AdaptiveSmart/squashing:union_requests,1000000,4000000,0.100,0.350,1,3999606.500,1570.321
AdaptiveSmart/halfing,1000000,16000000,0.100,0.350,1,2192789.474,431131.494
AdaptiveSmart/halfing:cross_node_read,1000000,16000000,0.100,0.350,1,5783657.667,278183.604
AdaptiveSmart/halfing:this_node_read,1000000,16000000,0.100,0.350,1,106051394.833,115696.518
AdaptiveSmart/halfing:cross_node_write,1000000,16000000,0.100,0.350,1,77738.667,212.017
AdaptiveSmart/halfing:this_node_read_success,1000000,16000000,0.100,0.350,1,1982927.667,4906.609
AdaptiveSmart/halfing:this_node_write,1000000,16000000,0.100,0.350,1,3203866.500,72468.042
AdaptiveSmart/halfing:global_data_read_write,1000000,16000000,0.100,0.350,1,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,16000000,0.100,0.350,1,8062012.500,1106.059
AdaptiveSmart/halfing:same_set_requests_false,1000000,16000000,0.100,0.350,1,552360.000,864.576
AdaptiveSmart/halfing:union_requests,1000000,16000000,0.100,0.350,1,16000894.500,1855.136
AdaptiveSmart/squashing,1000000,16000000,0.100,0.350,1,2124216.285,483527.700
AdaptiveSmart/squashing:cross_node_read,1000000,16000000,0.100,0.350,1,7705141.833,1498060.179
AdaptiveSmart/squashing:this_node_read,1000000,16000000,0.100,0.350,1,108176469.500,623927.323
AdaptiveSmart/squashing:cross_node_write,1000000,16000000,0.100,0.350,1,81048.333,1113.161
AdaptiveSmart/squashing:this_node_read_success,1000000,16000000,0.100,0.350,1,2030275.667,18318.341
AdaptiveSmart/squashing:this_node_write,1000000,16000000,0.100,0.350,1,3139567.500,281712.388
AdaptiveSmart/squashing:global_data_read_write,1000000,16000000,0.100,0.350,1,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,16000000,0.100,0.350,1,8066404.667,545.797
AdaptiveSmart/squashing:same_set_requests_false,1000000,16000000,0.100,0.350,1,547967.833,2383.738
AdaptiveSmart/squashing:union_requests,1000000,16000000,0.100,0.350,1,16000894.500,1855.136
AdaptiveSmart/halfing,1000000,64000000,0.100,0.350,1,2553880.842,559776.986
AdaptiveSmart/halfing:cross_node_read,1000000,64000000,0.100,0.350,1,15804309.167,6445278.510
AdaptiveSmart/halfing:this_node_read,1000000,64000000,0.100,0.350,1,411513999.667,276993.061
AdaptiveSmart/halfing:cross_node_write,1000000,64000000,0.100,0.350,1,77622.000,282.735
AdaptiveSmart/halfing:this_node_read_success,1000000,64000000,0.100,0.350,1,7247351.667,5383467.490
